종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치
005930.KS,삼성전자,2026-05-12,279000.0000,-2.2767,하락,3.5121,1.5974,,2.6436,1.5974,0.0082,-5.6192,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
005930.KS,삼성전자,2026-05-13,284000.0000,1.7921,상승,1.3134,1.7876,,2.4004,1.7876,0.8324,1.4540,,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
005930.KS,삼성전자,2026-05-14,296000.0000,4.2254,상승,1.7645,1.8938,,2.9628,1.8938,0.2013,3.1745,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
005930.KS,삼성전자,2026-05-15,270500.0000,-8.6149,하락,0.1415,1.2356,,0.8922,1.2356,1.7943,-19.0910,,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
005930.KS,삼성전자,2026-05-18,281000.0000,3.8817,상승,-0.3180,1.3026,,1.3420,1.3026,1.2390,4.4235,,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
005930.KS,삼성전자,2026-05-19,275500.0000,-1.9573,하락,-0.2481,1.2048,,0.7957,1.2048,1.8653,-4.2171,-4.3974,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
005930.KS,삼성전자,2026-05-20,276000.0000,0.1815,상승,-0.5686,1.2305,,0.5645,1.2305,2.2943,0.2329,-4.5724,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
005930.KS,삼성전자,2026-05-21,299500.0000,8.5145,상승,0.2502,1.5911,,1.6936,1.5911,1.4301,9.6950,3.5270,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
005930.KS,삼성전자,2026-05-22,292500.0000,-2.3372,하락,1.5686,1.4591,,0.8676,1.4591,2.3904,-5.2366,-0.8933,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005930.KS,삼성전자,2026-05-26,299000.0000,2.2222,상승,1.2636,1.4286,,1.1027,1.4286,1.9339,2.5050,0.4243,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
005930.KS,삼성전자,2026-05-27,307000.0000,2.6756,상승,2.1837,1.6542,,1.0294,1.6542,2.6153,2.8874,1.9735,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005930.KS,삼성전자,2026-05-28,299500.0000,-2.4430,하락,1.5943,1.3948,,0.4066,1.3948,2.8914,-5.8796,-2.1811,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005930.KS,삼성전자,2026-05-29,317000.0000,5.8431,상승,1.1686,1.7425,,0.8404,1.7425,3.0757,6.6236,3.2146,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
005930.KS,삼성전자,2026-06-01,349000.0000,10.0946,상승,3.7294,2.2174,,2.8919,2.2174,1.2422,8.5030,12.1093,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005930.KS,삼성전자,2026-06-02,360500.0000,3.2951,상승,3.9135,2.4691,,2.6050,2.4691,2.2695,2.2440,10.7878,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005930.KS,삼성전자,2026-06-04,351500.0000,-2.4965,하락,2.7250,2.0482,,1.5356,2.0482,2.8039,-5.7648,4.0418,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005930.KS,삼성전자,2026-06-05,329000.0000,-6.4011,하락,1.7586,1.0626,,0.8619,1.0626,1.3547,-13.4354,-3.9772,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0
005930.KS,삼성전자,2026-06-08,295500.0000,-10.1824,하락,-1.2595,0.4005,,-0.0788,0.4005,1.0951,-17.7244,-13.5039,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
005930.KS,삼성전자,2026-06-09,322000.0000,8.9679,상승,-1.6019,0.8893,,0.3607,0.8893,1.6463,11.9087,-5.0314,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0
005930.KS,삼성전자,2026-06-10,302500.0000,-6.0559,하락,-3.4971,0.2801,,0.0560,0.2801,0.5969,-9.4168,-11.7525,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1
005930.KS,삼성전자,2026-06-11,299000.0000,-1.1570,하락,-3.2802,0.3286,,-0.0694,0.3286,0.8883,-1.7877,-12.8880,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
005930.KS,삼성전자,2026-06-12,322500.0000,7.8595,상승,-0.4199,0.6305,,0.4097,0.6305,0.9380,10.4879,-2.6006,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0
005930.KS,삼성전자,2026-06-15,337000.0000,4.4961,상승,2.6922,0.6672,,0.9496,0.6672,0.2758,5.1907,3.1860,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
005930.KS,삼성전자,2026-06-16,343000.0000,1.7804,상승,1.3266,1.1720,,0.6577,1.1720,1.8895,1.9811,3.8530,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005930.KS,삼성전자,2026-06-17,346500.0000,1.0204,상승,2.7431,1.0466,,0.8439,1.0466,1.3259,1.1608,3.2127,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005930.KS,삼성전자,2026-06-18,362500.0000,4.6176,상승,3.8532,1.3757,,1.2492,1.3757,1.5492,5.0729,7.7015,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1
005930.KS,삼성전자,2026-06-19,354000.0000,-2.3448,하락,1.8405,1.2167,,0.4026,1.2167,2.3300,-4.6273,1.3048,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005930.KS,삼성전자,2026-06-22,353500.0000,-0.1412,하락,0.9466,0.8322,,0.7690,0.8322,0.9169,-0.2923,-0.3139,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0
005930.KS,삼성전자,2026-06-23,310000.0000,-12.3055,하락,-1.8755,0.2675,,-0.2952,0.2675,1.0214,-21.4973,-17.3902,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
005930.KS,삼성전자,2026-06-24,340500.0000,9.8387,상승,-0.3475,0.6326,,0.0923,0.6326,1.3470,14.4891,-4.0493,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0
005930.KS,삼성전자,2026-06-25,358500.0000,5.2863,상승,-0.2325,0.7801,,0.7740,0.7801,0.7879,6.3559,3.9087,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
005930.KS,삼성전자,2026-06-26,339500.0000,-5.2999,하락,-0.8447,0.6012,1.0146,-0.1724,0.6012,1.6113,-8.4812,-6.6795,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
005930.KS,삼성전자,2026-06-29,323000.0000,-4.8601,하락,-1.7920,0.0896,0.9589,-0.0349,0.0896,0.2494,-7.3489,-14.6454,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1
005930.KS,삼성전자,2026-06-30,333250.0000,3.1734,상승,1.3910,-0.2351,0.8754,-0.3438,-0.2351,-0.0960,4.5613,-8.8345,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0
035420.KS,NAVER,2026-04-29,220000.0000,0.2278,상승,0.5556,0.2286,,0.5716,0.2286,-0.1741,0.7221,,,,,,,,,,,,,,,,,
035420.KS,NAVER,2026-04-30,211000.0000,-4.0909,하락,-0.5985,0.3649,,-0.0786,0.3649,0.8896,-16.8205,,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,
035420.KS,NAVER,2026-05-04,209000.0000,-0.9479,하락,-0.4632,0.2751,,-0.1291,0.2751,0.7486,-3.8697,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
035420.KS,NAVER,2026-05-06,208000.0000,-0.4785,하락,-0.6515,0.2672,,-0.2441,0.2672,0.8608,-2.0411,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
035420.KS,NAVER,2026-05-07,207500.0000,-0.2404,하락,-1.1241,0.2760,,-0.3965,0.2760,1.0482,-1.0871,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
035420.KS,NAVER,2026-05-08,215000.0000,3.6145,상승,-0.4737,0.3203,,0.0354,0.3203,0.6428,17.4549,,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,
035420.KS,NAVER,2026-05-11,211500.0000,-1.6279,하락,0.0476,0.2365,,-0.1594,0.2365,0.6820,-6.9830,,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
035420.KS,NAVER,2026-05-12,204000.0000,-3.5461,하락,-0.4757,0.0472,,-0.0953,0.0472,0.2062,-13.8782,,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
035420.KS,NAVER,2026-05-13,201500.0000,-1.2255,하락,-0.6214,0.0590,,-0.1843,0.0590,0.3295,-4.7455,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
035420.KS,NAVER,2026-05-14,213000.0000,5.7072,상승,0.5291,0.2711,,-0.2665,0.2711,0.8660,27.0189,,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,
035420.KS,NAVER,2026-05-15,203500.0000,-4.4601,하락,-1.1005,-0.1763,,0.1875,-0.1763,-0.5744,-14.4811,,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,,
035420.KS,NAVER,2026-05-18,200000.0000,-1.7199,하락,-1.1127,-0.4357,,-0.0139,-0.4357,-0.9007,-5.4334,,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,,
035420.KS,NAVER,2026-05-19,198100.0000,-0.9500,하락,-0.5773,-0.4352,,0.0956,-0.4352,-1.0257,-3.0786,-603.8940,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,,
035420.KS,NAVER,2026-05-20,191500.0000,-3.3317,하락,-0.9842,-0.5226,,0.5855,-0.5226,-1.7694,-10.3274,175.8109,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
035420.KS,NAVER,2026-05-21,199500.0000,4.1775,상승,-1.3418,-0.3463,,-0.1281,-0.3463,-0.5977,20.3148,12.3013,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,상승,1
035420.KS,NAVER,2026-05-22,203000.0000,1.7544,상승,-0.0504,-0.2636,,-0.2534,-0.2636,-0.2754,6.6387,-6.7773,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,상승,1
035420.KS,NAVER,2026-05-26,200000.0000,-1.4778,하락,0.0000,-0.4205,,-0.5042,-0.4205,-0.3235,-4.6645,6.2390,하락,1,하락,1,,,하락,1,하락,1,하락,1,상승,0,하락,1
035420.KS,NAVER,2026-05-27,198800.0000,-0.6000,하락,0.0706,-0.3667,,-0.3010,-0.3667,-0.4427,-1.9697,8.3841,보합,,하락,1,,,하락,1,하락,1,하락,1,하락,1,상승,0
035420.KS,NAVER,2026-05-28,205000.0000,3.1187,상승,1.3598,-0.2422,,-0.4563,-0.2422,0.0056,12.4466,-18.5452,상승,1,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1
035420.KS,NAVER,2026-05-29,234000.0000,14.1463,상승,3.4284,0.3520,,1.9704,0.3520,-1.5124,33.5544,-153.7288,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,하락,0
035420.KS,NAVER,2026-06-01,271500.0000,16.0256,상승,6.5815,1.2458,,7.8696,1.2458,-6.6545,15.9729,547.3377,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,하락,0
035420.KS,NAVER,2026-06-02,280500.0000,3.3149,상승,7.2568,1.6605,,6.4841,1.6605,-4.9878,2.2498,77.1287,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1
035420.KS,NAVER,2026-06-04,267500.0000,-4.6346,하락,5.7741,1.3749,,3.3807,1.3749,-1.7235,-10.5197,23.1709,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
035420.KS,NAVER,2026-06-05,255500.0000,-4.4860,하락,4.0127,1.1012,,1.8951,1.1012,-0.1888,-9.4674,6.2509,상승,0,상승,0,,,상승,0,상승,0,하락,1,하락,1,상승,0
035420.KS,NAVER,2026-06-08,279000.0000,9.1977,상승,3.4377,1.6396,,3.4744,1.6396,-1.4041,9.4311,17.0134,상승,1,상승,1,,,상승,1,상승,1,하락,0,하락,0,상승,1
035420.KS,NAVER,2026-06-09,257000.0000,-7.8853,하락,-1.0709,0.9476,,1.3998,0.9476,0.1603,-14.3686,-0.5838,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
035420.KS,NAVER,2026-06-10,227000.0000,-11.6732,하락,-3.9940,0.3464,,0.1859,0.3464,0.6293,-17.4241,-16.4623,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
035420.KS,NAVER,2026-06-11,224000.0000,-1.3216,하락,-3.3826,0.4454,,0.0982,0.4454,1.0548,-1.8419,-18.3583,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
035420.KS,NAVER,2026-06-12,247000.0000,10.2679,상승,-0.6841,1.0089,,0.6697,1.0089,1.5984,14.0267,-2.0498,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
035420.KS,NAVER,2026-06-15,248000.0000,0.4049,상승,-2.5122,0.7683,,0.6816,0.7683,0.9176,0.4969,-2.0375,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0
035420.KS,NAVER,2026-06-16,242000.0000,-2.4194,하락,-1.2469,0.8387,,0.3223,0.8387,1.7260,-3.8176,-7.3114,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1
035420.KS,NAVER,2026-06-17,243500.0000,0.6198,상승,1.3889,0.9397,,0.1996,0.9397,2.1938,0.8865,-6.0946,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,하락,0
035420.KS,NAVER,2026-06-18,235000.0000,-3.4908,하락,0.9132,0.7897,,-0.1676,0.7897,2.3803,-5.8455,-13.6174,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1
035420.KS,NAVER,2026-06-19,229500.0000,-2.3404,하락,-1.4397,0.8069,,-0.6024,0.8069,3.0901,-3.9139,-19.0281,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
035420.KS,NAVER,2026-06-22,222000.0000,-3.2680,하락,-2.1703,0.4740,,-0.4419,0.4740,1.9046,-5.4353,-28.8771,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
035420.KS,NAVER,2026-06-23,202500.0000,-8.7838,하락,-3.3703,-0.0105,,0.0163,-0.0105,-0.0513,-13.2086,-67.0429,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
035420.KS,NAVER,2026-06-24,199400.0000,-1.5309,하락,-3.8940,-0.0126,,0.0220,-0.0126,-0.0654,-2.2114,-176.9634,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
035420.KS,NAVER,2026-06-25,199700.0000,0.1505,상승,-3.2433,0.0189,,-0.0336,0.0189,0.0991,0.3575,176.9386,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
035420.KS,NAVER,2026-06-26,196400.0000,-1.6525,하락,-3.1431,-0.1803,-0.0814,0.2962,-0.1803,-0.9077,-2.6516,57.1308,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,상승,0
035420.KS,NAVER,2026-06-29,204000.0000,3.8697,상승,-1.7647,-0.6301,0.0192,0.2112,-0.6301,-1.9299,9.9652,15.3083,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1
035420.KS,NAVER,2026-06-30,200500.0000,-1.7157,하락,-0.1996,-1.5007,-0.0768,-1.3392,-1.5007,-1.7558,-2.9695,14.0698,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0,상승,0
055550.KS,신한지주,2026-04-29,100000.0000,0.1001,상승,0.2811,0.3699,,0.1013,0.3699,0.6760,0.3188,,,,,,,,,,,,,,,,,
055550.KS,신한지주,2026-04-30,99900.0000,-0.1000,하락,0.0000,0.4197,,-0.1741,0.4197,1.0925,-0.7288,,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
055550.KS,신한지주,2026-05-04,98000.0000,-1.9019,하락,-0.4004,0.3160,,-0.4881,0.3160,1.2156,-12.9766,,보합,,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
055550.KS,신한지주,2026-05-06,97300.0000,-0.7143,하락,-0.4824,0.2236,,-0.4586,0.2236,0.9739,-4.8965,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
055550.KS,신한지주,2026-05-07,98900.0000,1.6444,상승,-0.2020,0.3802,,-1.3590,0.3802,2.2660,8.3971,,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,
055550.KS,신한지주,2026-05-08,98000.0000,-0.9100,하락,-0.4048,0.0657,,-0.1398,0.0657,0.2805,-6.1174,,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,,
055550.KS,신한지주,2026-05-11,97200.0000,-0.8163,하락,-0.5487,0.0303,,-0.1033,0.0303,0.1694,-5.5320,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
055550.KS,신한지주,2026-05-12,96700.0000,-0.5144,하락,-0.2656,-0.1009,,0.1653,-0.1009,-0.3774,-3.5898,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
055550.KS,신한지주,2026-05-13,95200.0000,-1.5512,하락,-0.4302,-0.1566,,0.3948,-0.1566,-0.7323,-10.3925,,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,,
055550.KS,신한지주,2026-05-14,96800.0000,1.6807,상승,-0.4321,-0.0759,,0.0595,-0.0759,-0.2189,12.2005,,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,,
055550.KS,신한지주,2026-05-15,95100.0000,-1.7562,하락,-0.5993,-0.2380,,0.1344,-0.2380,-0.6323,-10.8759,,하락,1,하락,1,,,상승,0,하락,1,하락,1,상승,0,,
055550.KS,신한지주,2026-05-18,93100.0000,-2.1030,하락,-0.8524,-0.3451,,0.3629,-0.3451,-1.1006,-12.1106,,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,,
055550.KS,신한지주,2026-05-19,93900.0000,0.8593,상승,-0.5871,-0.2903,,0.0735,-0.2903,-0.6843,7.1372,1483.6276,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,,
055550.KS,신한지주,2026-05-20,94000.0000,0.1065,상승,-0.2531,-0.3064,,-0.0923,-0.3064,-0.5401,0.8467,68.6739,하락,0,하락,0,,,상승,1,하락,0,하락,0,상승,1,상승,1
055550.KS,신한지주,2026-05-21,94800.0000,0.8511,상승,-0.4229,-0.2561,,-0.2068,-0.2561,-0.3103,6.7969,13.7474,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,상승,1
