종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,거래량_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치,거래량_전일방향,거래량_종가일치
000660.KS,SK하이닉스,2026-01-05,696000.0000,2.8065,상승,,,,,,,,,3.7212,,,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-06,726000.0000,4.3103,상승,,,,,,,,,11.3605,,,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-07,742000.0000,2.2039,상승,,,,,,,,,17.8632,,,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-08,756000.0000,1.8868,상승,3.0069,,,,,,,,14.1094,,,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-09,744000.0000,-1.5873,하락,1.8627,,,,,,,,-33.1366,상승,0,,,,,,,,,,,,,,,상승,0
000660.KS,SK하이닉스,2026-01-12,749000.0000,0.6720,상승,1.4465,,,,,,,,-23.3421,상승,1,,,,,,,,,,,,,,,하락,0
000660.KS,SK하이닉스,2026-01-13,738000.0000,-1.4686,하락,0.3228,,,,,,,,13.2786,상승,0,,,,,,,,,,,,,,,하락,1
000660.KS,SK하이닉스,2026-01-14,742000.0000,0.5420,상승,0.0000,,,,,,,,29.5102,상승,1,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-15,749000.0000,0.9434,상승,-0.1877,,,,,,,,-38.5183,보합,,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-16,756000.0000,0.9346,상승,0.3224,,,,,,,,23.6035,하락,0,,,,,,,,,,,,,,,하락,0
000660.KS,SK하이닉스,2026-01-19,764000.0000,1.0582,상승,0.4017,,,,,,,,-8.6285,상승,1,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-20,743000.0000,-2.7487,하락,0.1334,,,,,,,,-18.5624,상승,0,,,,,,,,,,,,,,,하락,1
000660.KS,SK하이닉스,2026-01-21,740000.0000,-0.4038,하락,-0.0533,,,,,,,,84.9297,상승,0,,,,,,,,,,,,,,,하락,1
000660.KS,SK하이닉스,2026-01-22,755000.0000,2.0270,상승,0.1599,,,,,,2.8031,,-30.5990,하락,0,,,,,,,,,,,,,,,상승,1
000660.KS,SK하이닉스,2026-01-23,767000.0000,1.5894,상승,0.2927,,,,,,2.0176,,-1.0447,상승,1,,,,,,,,,,,상승,1,,,하락,0
000660.KS,SK하이닉스,2026-01-26,736000.0000,-4.0417,하락,-0.7429,,,,,,-15.3772,,-10.6874,상승,0,,,,,,,,,,,상승,0,,,하락,1
000660.KS,SK하이닉스,2026-01-27,800000.0000,8.6957,상승,1.5237,,,,,,13.1506,,80.6448,하락,0,,,,,,,,,,,하락,0,,,하락,0
000660.KS,SK하이닉스,2026-01-28,841000.0000,5.1250,상승,2.6593,,,,,,5.0820,,18.5205,상승,1,,,,,,,,,,,상승,1,,,상승,1
000660.KS,SK하이닉스,2026-01-29,861000.0000,2.3781,상승,2.7186,1.4120,,1.7416,1.4120,1.0062,2.0035,,1.9302,상승,1,,,,,,,,,,,상승,1,,,상승,1
000660.KS,SK하이닉스,2026-01-30,909000.0000,5.5749,상승,3.5456,1.5383,,3.4417,1.5383,-0.8234,3.9613,,15.1684,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,상승,1
000660.KS,SK하이닉스,2026-02-02,830000.0000,-8.6909,하락,2.2667,0.8750,,0.5827,0.8750,1.2532,-21.9201,,-3.0603,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,,상승,0
000660.KS,SK하이닉스,2026-02-03,907000.0000,9.2771,상승,2.5230,1.1717,,2.6357,1.1717,-0.7104,10.1014,,-30.9352,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,,하락,0
000660.KS,SK하이닉스,2026-02-04,900000.0000,-0.7718,하락,1.3569,1.0109,,1.9805,1.0109,-0.2775,-1.7983,,-27.9140,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,,,하락,1
000660.KS,SK하이닉스,2026-02-05,842000.0000,-6.4444,하락,-0.4311,0.5448,,0.5904,0.5448,0.4828,-13.8277,,44.0163,상승,0,상승,0,,,상승,0,상승,0,하락,1,하락,1,,,하락,1
000660.KS,SK하이닉스,2026-02-06,839000.0000,-0.3563,하락,-1.5953,0.5985,,0.4414,0.5985,0.8122,-0.7644,,1.9704,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,,,상승,0
000660.KS,SK하이닉스,2026-02-09,887000.0000,5.7211,상승,1.3201,0.8642,,1.1476,0.8642,0.4802,7.7467,,-24.2403,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,,,상승,1
000660.KS,SK하이닉스,2026-02-10,876000.0000,-1.2401,하락,-0.7086,0.8568,,0.7005,0.8568,1.0702,-2.7919,,-18.6163,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,,하락,1
000660.KS,SK하이닉스,2026-02-11,860000.0000,-1.8265,하락,-0.9208,0.7264,,0.3388,0.7264,1.2534,-4.1901,,-9.1762,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,,,하락,1
000660.KS,SK하이닉스,2026-02-12,888000.0000,3.2558,상승,1.0688,0.8495,,0.6646,0.8495,1.0986,4.8293,,47.7911,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,,,하락,0
000660.KS,SK하이닉스,2026-02-13,880000.0000,-0.9009,하락,0.9425,0.7515,,0.4325,0.7515,1.1793,-2.2024,,-23.4946,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,,상승,0
000660.KS,SK하이닉스,2026-02-19,894000.0000,1.5909,상승,0.1594,0.7820,,0.5565,0.7820,1.0821,2.4670,,-7.0440,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,,하락,0
000660.KS,SK하이닉스,2026-02-20,949000.0000,6.1521,상승,1.6598,1.2295,,1.1927,1.2295,1.2782,8.3690,,53.8559,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,하락,0
000660.KS,SK하이닉스,2026-02-23,951000.0000,0.2107,상승,2.0353,1.2440,,0.7990,1.2440,1.8330,0.2573,4.0403,-30.2799,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,,상승,1
000660.KS,SK하이닉스,2026-02-24,1005000.0000,5.6782,상승,2.5647,1.4559,,1.9405,1.4559,0.8210,6.3793,9.9994,16.4164,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-02-25,1018000.0000,1.2935,상승,2.9493,1.4407,,1.8778,1.4407,0.8618,1.2895,7.7545,-15.5972,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-02-26,1099000.0000,7.9568,상승,4.2558,2.0540,,3.1179,2.0540,0.6306,6.6700,14.7448,28.8648,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-02-27,1061000.0000,-3.4577,하락,2.2302,1.4471,,2.0164,1.4471,0.6666,-8.7898,4.7390,44.6234,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
000660.KS,SK하이닉스,2026-03-03,939000.0000,-11.4986,하락,-0.2337,0.5356,,0.1190,0.5356,1.1144,-23.3074,-10.4356,5.6603,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
000660.KS,SK하이닉스,2026-03-04,849000.0000,-9.5847,하락,-3.0457,-0.0652,,0.0432,-0.0652,-0.2143,-15.6237,-20.8447,35.7139,하락,1,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
000660.KS,SK하이닉스,2026-03-05,941000.0000,10.8363,상승,-1.5505,0.1741,,0.1708,0.1741,0.1785,16.7847,-8.1130,-30.3775,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-03-06,924000.0000,-1.8066,하락,-3.5795,0.5105,,-0.1247,0.5105,1.3864,-2.8375,-10.8039,-41.8805,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-03-09,836000.0000,-9.5238,하락,-4.7730,-0.3836,,0.1521,-0.3836,-1.1113,-13.6576,-26.5700,93.7232,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
000660.KS,SK하이닉스,2026-03-10,938000.0000,12.2010,상승,-0.0223,0.2061,,0.1591,0.2061,0.2707,17.3044,-4.3269,-26.8655,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-03-11,955000.0000,1.8124,상승,2.3619,0.6116,,0.1139,0.6116,1.2956,2.2045,-0.2996,-26.1796,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
000660.KS,SK하이닉스,2026-03-12,930000.0000,-2.6178,하락,-0.2394,0.4895,,-0.1563,0.4895,1.3668,-3.8782,-7.8405,-5.2184,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-03-13,910000.0000,-2.1505,하락,-0.3055,0.1231,,-0.0079,0.1231,0.2985,-3.2332,-13.4175,-1.7954,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
000660.KS,SK하이닉스,2026-03-16,974000.0000,7.0330,상승,3.0204,0.5240,,0.2845,0.5240,0.8434,9.6456,7.4619,5.0587,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0
000660.KS,SK하이닉스,2026-03-17,970000.0000,-0.4107,하락,0.6798,0.5851,,0.0727,0.5851,1.2648,-0.6702,3.0943,-13.1416,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
000660.KS,SK하이닉스,2026-03-18,1056000.0000,8.8660,상승,2.1313,0.8884,,1.3189,0.8884,0.3240,10.7688,26.3712,30.7147,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
000660.KS,SK하이닉스,2026-03-19,1013000.0000,-4.0720,하락,1.7149,0.6971,,0.4118,0.6971,1.0747,-6.7457,5.2555,-23.0089,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
000660.KS,SK하이닉스,2026-03-20,1007000.0000,-0.5923,하락,1.9703,0.5882,,0.3112,0.5882,0.9524,-1.0035,1.4527,2.3649,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
000660.KS,SK하이닉스,2026-03-23,933000.0000,-7.3486,하락,-0.8167,-0.0828,,-0.0167,-0.0828,-0.1692,-11.7610,-16.0603,14.1587,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
000660.KS,SK하이닉스,2026-03-24,986000.0000,5.6806,상승,0.3213,0.1813,,0.1706,0.1813,0.1952,8.2887,-2.4416,11.2566,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-03-25,995000.0000,0.9128,상승,-1.2212,-0.0517,,-0.0923,-0.0517,0.0015,1.2641,-0.7178,2.5669,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1
000660.KS,SK하이닉스,2026-03-26,933000.0000,-6.2312,하락,-1.6214,-0.4396,,-0.5204,-0.4396,-0.3340,-10.0028,-18.2383,4.4076,하락,1,하락,1,,,하락,1,하락,1,상승,0,상승,0,하락,1,상승,0
000660.KS,SK하이닉스,2026-03-27,933000.0000,0.0000,보합,-1.5245,-0.8624,,-2.2359,-0.8624,0.9298,0.0000,-18.6163,-2.9970,하락,,하락,,,,하락,,하락,,하락,,하락,,하락,,상승,
000660.KS,SK하이닉스,2026-03-30,873000.0000,-6.4309,하락,-1.2552,-0.9852,,-1.4550,-0.9852,-0.3914,-10.0935,-43.1052,-0.4964,하락,1,하락,1,,,하락,1,하락,1,상승,0,보합,,하락,1,하락,1
000660.KS,SK하이닉스,2026-03-31,807000.0000,-7.5601,하락,-3.7924,-0.6986,,0.8933,-0.6986,-2.6890,-10.6799,-106.9842,59.9277,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
000660.KS,SK하이닉스,2026-04-01,897000.0000,11.1524,상승,-2.1581,0.2558,0.4728,-0.2813,0.2558,0.9522,20.5982,291.3692,-13.0560,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-04-02,830000.0000,-7.4693,하락,-2.3183,-0.5901,0.2927,0.3862,-0.5901,-1.8402,-9.8036,229.8333,-2.0387,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-04-03,876000.0000,5.5422,상승,-1.3134,-0.2567,0.3433,0.0153,-0.2567,-0.6129,8.8950,17.5174,-52.2293,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-06,886000.0000,1.1416,상승,0.3035,0.2681,0.3041,-0.3139,0.2681,1.0350,1.7553,3.8912,5.9383,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-07,916000.0000,3.3860,상승,2.5372,-0.1176,0.3297,-0.0783,-0.1176,-0.1687,5.2235,-17.4016,16.7347,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-04-08,1033000.0000,12.7729,상승,3.0874,0.4176,0.5232,1.0499,0.4176,-0.4054,16.5252,-108.2849,85.3450,상승,1,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0,상승,1
000660.KS,SK하이닉스,2026-04-09,998000.0000,-3.3882,하락,3.6996,0.3625,0.4773,0.5562,0.3625,0.1068,-5.1205,695.6031,-25.0775,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1,상승,0
000660.KS,SK하이닉스,2026-04-10,1027000.0000,2.9058,상승,3.2066,0.6215,0.5199,0.9394,0.6215,0.1998,3.4813,101.4440,-37.6361,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-13,1040000.0000,1.2658,상승,3.1687,0.3484,0.5618,0.8145,0.3484,-0.2743,1.5210,45.8997,-11.6484,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-14,1103000.0000,6.0577,상승,3.7296,0.6997,0.6679,1.9591,0.6997,-1.0015,6.9125,48.7013,71.6595,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-15,1136000.0000,2.9918,상승,1.9804,0.4179,0.7112,1.5637,0.4179,-1.1761,3.1209,33.3945,-13.8992,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-04-16,1155000.0000,1.6725,상승,2.9600,0.7387,0.7281,2.2978,0.7387,-1.4903,1.7233,22.3046,-29.1273,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-17,1128000.0000,-2.3377,하락,1.8495,0.6249,0.6594,1.5562,0.6249,-0.7579,-4.5654,8.6981,23.3313,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-04-20,1166000.0000,3.3688,상승,2.2654,1.1958,0.7613,2.3113,1.1958,-0.4991,3.8699,10.8922,4.7448,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1,상승,1
000660.KS,SK하이닉스,2026-04-21,1224000.0000,4.9743,상승,2.1273,1.2070,0.8645,2.9534,1.2070,-1.5213,5.1770,14.4874,-6.1647,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-04-22,1223000.0000,-0.0817,하락,1.4977,1.1425,0.8287,2.4783,1.1425,-1.0391,-0.1782,8.6551,-17.6869,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-04-23,1225000.0000,0.1635,상승,1.1872,1.4467,0.8044,2.2325,1.4467,0.1177,0.1779,5.3212,84.5948,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-24,1222000.0000,-0.2449,하락,1.5756,1.4114,0.8467,1.8601,1.4114,0.6366,-0.6139,2.5057,-41.4683,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
000660.KS,SK하이닉스,2026-04-27,1292000.0000,5.7283,상승,2.0792,2.0178,0.8500,2.3313,2.0178,1.4698,6.3045,7.9032,45.8850,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
000660.KS,SK하이닉스,2026-04-28,1300000.0000,0.6192,상승,1.2286,2.3272,0.7863,1.3693,2.3272,4.0159,0.6221,5.3538,-34.1954,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-04-29,1293000.0000,-0.5385,하락,1.1179,1.8268,0.7343,1.4703,1.8268,2.4393,-1.5020,2.2148,-0.0501,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-04-30,1286000.0000,-0.5414,하락,0.9634,2.0659,0.6361,0.2903,2.0659,5.0875,-1.5918,-0.0554,11.3666,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
000660.KS,SK하이닉스,2026-05-04,1447000.0000,12.5194,상승,3.5195,2.5345,1.0345,2.6725,2.5345,2.3104,11.8617,12.9332,72.8321,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-05-06,1601000.0000,10.6427,상승,4.6691,3.0952,1.1517,4.8983,3.0952,0.1566,6.0671,19.7889,14.8061,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-07,1654000.0000,3.3104,상승,5.1104,3.0989,1.2370,4.7282,3.0989,0.3176,1.5151,15.2383,-11.6303,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-08,1686000.0000,1.9347,상승,5.3976,2.6596,1.3677,4.6991,2.6596,-0.9749,0.8528,11.0203,-27.0028,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-05-11,1880000.0000,11.5065,상승,7.7404,3.4992,1.6642,6.6804,3.4992,-2.4947,4.0071,16.4652,73.7468,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-05-12,1835000.0000,-2.3936,하락,4.6928,3.0972,1.4907,4.3801,3.0972,0.4526,-5.6059,7.9794,23.2416,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
000660.KS,SK하이닉스,2026-05-13,1976000.0000,7.6839,상승,4.3323,3.4801,1.7043,5.3279,3.4801,-0.4780,3.0264,10.3299,-22.2002,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-14,1970000.0000,-0.3036,하락,3.4991,3.1151,1.6910,4.2245,3.1151,0.6001,-0.7237,5.9768,-15.2500,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-05-15,1819000.0000,-7.6650,하락,1.4229,2.3799,1.3947,1.9942,2.3799,3.2857,-16.3978,-1.9232,23.9263,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
000660.KS,SK하이닉스,2026-05-18,1840000.0000,1.1545,상승,-0.4219,2.3314,1.4184,1.7968,2.3314,3.5711,0.9396,-1.9383,-13.4081,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-05-19,1745000.0000,-5.1630,하락,-0.9534,2.0521,1.2397,0.6353,2.0521,5.2817,-10.4568,-6.0913,-29.4025,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-05-20,1745000.0000,0.0000,보합,-2.4706,1.8870,1.1454,0.4593,1.8870,4.9978,0.0000,-6.2215,20.9637,하락,,상승,,상승,,상승,,상승,,상승,,하락,,하락,,하락,
000660.KS,SK하이닉스,2026-05-21,1940000.0000,11.1748,상승,-0.3290,2.2902,1.4070,1.7061,2.2902,3.5080,10.7639,1.5944,-7.9209,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,보합,,하락,0,상승,1
000660.KS,SK하이닉스,2026-05-22,1941000.0000,0.0515,상승,1.3423,2.2452,1.3131,1.2430,2.2452,4.2983,0.0429,0.1300,-38.4858,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-05-26,2052000.0000,5.7187,상승,2.3016,2.5293,1.4318,1.6601,2.5293,4.2576,4.5281,3.4005,56.4049,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-05-27,2243000.0000,9.3080,상승,5.2849,3.0456,1.5618,2.8331,3.0456,3.4576,5.8382,8.8231,53.8828,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-28,2289000.0000,2.0508,상승,5.4833,2.8861,1.6507,2.7983,2.8861,3.0553,1.1255,6.8472,-17.4440,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-05-29,2333000.0000,1.9222,상승,3.7554,2.9064,1.8434,2.4220,2.9064,3.8376,1.0487,5.3446,36.7367,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-06-01,2363000.0000,1.2859,상승,3.8865,2.9255,1.9659,1.7958,2.9255,5.0676,0.7066,3.7824,-34.2230,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-02,2360000.0000,-0.1270,하락,2.7305,2.8530,1.8070,0.7933,2.8530,6.6369,-0.3307,1.6246,4.1821,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-06-04,2298000.0000,-2.6271,하락,0.4746,2.1979,1.7186,0.5738,2.1979,5.0182,-6.8549,-1.7430,-32.4838,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
000660.KS,SK하이닉스,2026-06-05,2070000.0000,-9.9217,하락,-1.8810,1.1852,1.5174,-0.2813,1.1852,3.6241,-21.3511,-9.4754,46.6291,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,하락,1
000660.KS,SK하이닉스,2026-06-08,1911000.0000,-7.6812,하락,-3.6940,0.6419,1.1786,-0.5273,0.6419,2.5129,-13.8190,-14.6913,14.3990,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
000660.KS,SK하이닉스,2026-06-09,2215000.0000,15.9079,상승,-1.3452,1.3128,1.5085,0.2949,1.3128,2.8934,20.8215,-2.6396,-11.0847,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-06-10,2048000.0000,-7.5395,하락,-2.8745,0.4115,1.3186,0.0727,0.4115,0.9244,-11.5862,-10.0303,-99.9974,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1
000660.KS,SK하이닉스,2026-06-11,2101000.0000,2.5879,상승,-1.8687,0.6489,1.3864,0.0688,0.6489,1.5195,3.1085,-7.4873,4387830.4636,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,하락,0
000660.KS,SK하이닉스,2026-06-12,2150000.0000,2.3322,상승,0.7733,0.4217,1.3502,0.3381,0.4217,0.5454,2.7818,-5.0952,-20.2144,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1
000660.KS,SK하이닉스,2026-06-15,2288000.0000,6.4186,상승,3.6163,0.7675,1.4931,0.9597,0.7675,0.4837,7.1198,1.7328,-26.7385,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
000660.KS,SK하이닉스,2026-06-16,2382000.0000,4.1084,상승,1.5460,1.3485,1.4800,1.1163,1.3485,1.6929,4.0899,4.9344,-5.8984,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-06-17,2521000.0000,5.8354,상승,4.3122,1.6094,1.6586,1.9737,1.6094,1.0720,5.2593,9.2235,9.2069,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0
000660.KS,SK하이닉스,2026-06-18,2685000.0000,6.5054,상승,5.1040,2.1863,1.8155,2.5362,2.1863,1.6656,5.0929,12.6913,45.9485,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-19,2764000.0000,2.9423,상승,5.1056,2.3193,1.9457,2.4900,2.3193,2.0631,2.1143,10.7679,28.7398,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-22,2919000.0000,5.6078,상승,4.9921,2.1778,2.0149,4.1552,2.1778,-0.8025,3.7114,11.9393,-30.7347,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000660.KS,SK하이닉스,2026-06-23,2555000.0000,-12.4700,하락,1.3036,1.3367,1.5940,0.5435,1.3367,2.5919,-20.6546,-4.2433,55.4180,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2026-06-24,2621000.0000,2.5832,상승,0.7438,1.2224,1.6977,0.9647,1.2224,1.6222,2.5331,-2.4414,-6.9863,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
000660.KS,SK하이닉스,2026-06-25,2917000.0000,11.2934,상승,1.7129,1.4305,1.9621,3.0325,1.4305,-1.0378,9.6606,6.8755,-9.3092,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
000660.KS,SK하이닉스,2026-06-26,2673000.0000,-8.3648,하락,-0.6606,0.8035,1.7459,1.0337,0.8035,0.4342,-12.2812,-3.7936,9.9640,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
